10	60	8.49257	0
30	60	8.49257	0
50	60	8.49257	0
70	60	8.49257	0
90	60	8.49257	0
110	60	8.49257	0
130	60	8.49257	0
150	60	8.49257	0
170	60	8.49257	0
190	60	8.49257	0
210	60	8.49257	0
230	60	8.49257	0
250	60	8.49257	0
270	60	8.49257	0
290	60	8.49257	0
310	60	8.49257	0
330	60	8.49257	0
350	340	122.51	170
370	444.904	56.1877	530
390	377.148	46.8008	579
410	327.766	52.1834	653
430	310.432	59.7401	1038
450	274.754	51.5847	1247
470	234.71	43.7962	972
490	178.73	29.6938	585
510	145.402	21.6064	670
530	129.197	20.5338	487
550	111.474	15.5758	122
570	15	2.12314	0
590	15	2.12314	0
