10	119.999	-34.259	0
30	119.999	-34.259	0
50	119.999	-34.259	0
70	119.999	-34.259	0
90	119.999	-34.259	0
110	119.999	-34.259	0
130	119.999	-34.259	0
150	119.999	-34.259	0
170	510.261	66.7597	136
190	433.697	70.724	703
210	372.693	67.4951	1647
230	315.613	56.0879	2199
250	266.914	46.1257	2464
270	223.236	35.6981	2272
290	190.112	33.7588	1937
310	157.735	36.1601	2096
330	126.018	35.6378	2747
350	100.97	30.7966	3073
370	88.115	24.0314	3424
390	73.572	18.1231	3855
410	65.053	15.8408	3543
430	55.621	13.1919	2485
450	45.76	11.1584	1749
470	35.521	8.90403	2174
490	29.334	7.86837	2039
510	23.87	6.81019	1141
530	19.525	6.57155	192
550	11.828	0.994904	1
570	7.499	1.06157	0
590	7.499	1.06157	0
